timestamp,sensor,actual,predicted,residual,anomaly
2025-08-04 17:51:21.579871,sensor_1,41.996407728555965,53.759128644218336,-11.76272091566237,0
2025-08-04 17:51:21.579871,sensor_2,39.09652207815944,53.39971975715838,-14.303197678998941,0
2025-08-04 17:51:21.579871,sensor_3,42.147735257714345,53.04592756904344,-10.898192311329097,0
2025-08-04 17:52:21.579871,sensor_1,41.05716084081713,53.66970781442952,-12.612546973612389,0
2025-08-04 17:52:21.579871,sensor_2,41.81854533017126,53.308546595227455,-11.490001265056193,0
2025-08-04 17:52:21.579871,sensor_3,41.32469371955349,52.94366379531487,-11.618970075761382,0
2025-08-04 17:53:21.579871,sensor_1,42.2759786232499,53.59513727363053,-11.31915865038063,0
2025-08-04 17:53:21.579871,sensor_2,40.579574909597866,53.2125324614051,-12.63295755180723,0
2025-08-04 17:53:21.579871,sensor_3,40.37543049807368,52.83574310464944,-12.460312606575755,0
2025-08-04 17:54:21.579871,sensor_1,42.52806205993778,53.526415743326524,-10.998353683388743,0
2025-08-04 17:54:21.579871,sensor_2,40.56786002459871,53.12083992256009,-12.552979897961379,0
2025-08-04 17:54:21.579871,sensor_3,42.34793767345849,52.7529356050509,-10.404997931592412,0
2025-08-04 17:55:21.579871,sensor_1,40.89862937627174,53.4252565009552,-12.526627124683458,0
2025-08-04 17:55:21.579871,sensor_2,39.57217391177084,53.01828451330364,-13.446110601532801,0
2025-08-04 17:55:21.579871,sensor_3,39.88527979628563,52.630620466808395,-12.745340670522765,0
2025-08-04 17:56:21.579871,sensor_1,39.505386908449786,53.29614459118515,-13.79075768273536,0
2025-08-04 17:56:21.579871,sensor_2,41.99430644793591,52.929463048640145,-10.935156600704232,0
2025-08-04 17:56:21.579871,sensor_3,40.0707882938806,52.50658950761071,-12.435801213730116,0
2025-08-04 17:57:21.579871,sensor_1,39.5438568639952,53.16393367265866,-13.620076808663455,0
2025-08-04 17:57:21.579871,sensor_2,39.21092593457641,52.82493902438822,-13.614013089811813,0
2025-08-04 17:57:21.579871,sensor_3,39.331525390052185,52.3898168812592,-13.058291491207015,0
2025-08-04 17:58:21.579871,sensor_1,39.39871690710401,53.0504809686155,-13.651764061511493,0
2025-08-04 17:58:21.579871,sensor_2,41.94063447547812,52.7259616372539,-10.785327161775783,0
2025-08-04 17:58:21.579871,sensor_3,40.2235743831927,52.27125954453423,-12.047685161341533,0
2025-08-04 17:59:21.579871,sensor_1,39.03977897733489,52.59619318932537,-13.556414211990479,0
2025-08-04 17:59:21.579871,sensor_2,41.05213116077745,52.59545744110895,-11.543326280331499,0
2025-08-04 17:59:21.579871,sensor_3,40.61725703238125,52.135360479453354,-11.518103447072107,0
2025-08-04 18:00:21.579871,sensor_1,40.99571203263188,52.4696785869694,-11.473966554337522,0
2025-08-04 18:00:21.579871,sensor_2,40.39665727440901,52.47886553699957,-12.082208262590562,0
2025-08-04 18:00:21.579871,sensor_3,39.47045519250923,51.984964619577234,-12.514509427068006,0
2025-08-04 18:01:21.579871,sensor_1,41.46222976119841,52.354271680661384,-10.892041919462976,0
2025-08-04 18:01:21.579871,sensor_2,40.651163834194456,52.331021964576664,-11.679858130382208,0
2025-08-04 18:01:21.579871,sensor_3,40.13629333557073,51.86025754731916,-11.72396421174843,0
2025-08-04 18:02:21.579871,sensor_1,40.98069558418252,52.213693712135516,-11.232998127952996,0
2025-08-04 18:02:21.579871,sensor_2,40.75434782032208,52.21073153562479,-11.456383715302707,0
2025-08-04 18:02:21.579871,sensor_3,40.13327173630288,51.7216628722834,-11.588391135980523,0
2025-08-04 18:03:21.579871,sensor_1,40.58378105670101,52.0820764122099,-11.498295355508894,0
2025-08-04 18:03:21.579871,sensor_2,41.60198862482869,52.08312683029788,-10.481138205469186,0
2025-08-04 18:03:21.579871,sensor_3,39.28528751803885,51.55992672398724,-12.27463920594839,0
2025-08-04 18:04:21.579871,sensor_1,40.8225458527273,51.93960957143178,-11.117063718704479,0
2025-08-04 18:04:21.579871,sensor_2,41.03787120777725,51.94911832423254,-10.911247116455293,0
2025-08-04 18:04:21.579871,sensor_3,39.42427720113791,51.3982723996967,-11.97399519855879,0
2025-08-04 18:05:21.579871,sensor_1,41.42055582273719,51.79251854804611,-10.371962725308919,0
2025-08-04 18:05:21.579871,sensor_2,40.50556975072095,51.80132775941975,-11.295758008698797,0
2025-08-04 18:05:21.579871,sensor_3,41.53513769237969,51.25610676930091,-9.720969076921214,0
2025-08-04 18:06:21.579871,sensor_1,42.77152254423806,51.65381098732343,-8.882288443085372,0
2025-08-04 18:06:21.579871,sensor_2,40.73824648341584,51.64568449048835,-10.907438007072507,0
2025-08-04 18:06:21.579871,sensor_3,42.66853323624495,51.12797765620832,-8.459444419963376,0
2025-08-04 18:07:21.579871,sensor_1,40.44674943093638,51.491359926199785,-11.044610495263406,0
2025-08-04 18:07:21.579871,sensor_2,40.335106838765824,51.49781863036551,-11.162711791599683,0
2025-08-04 18:07:21.579871,sensor_3,40.36802474301846,50.97840875120492,-10.610384008186458,0
2025-08-04 18:08:21.579871,sensor_1,41.79263991816359,51.34436085635477,-9.551720938191181,0
2025-08-04 18:08:21.579871,sensor_2,39.364003233865965,51.33490769081422,-11.970904456948254,0
2025-08-04 18:08:21.579871,sensor_3,41.70486264034365,50.83203083734406,-9.127168197000408,0
2025-08-04 18:09:21.579871,sensor_1,69.66887786518855,51.47316616528119,18.195711699907356,0
2025-08-04 18:09:21.579871,sensor_2,39.06474419301521,51.17007805160217,-12.10533385858696,0
2025-08-04 18:09:21.579871,sensor_3,40.91987788587659,50.68269319287761,-9.76281530700102,0
2025-08-04 18:10:21.579871,sensor_1,41.23439881673309,51.30647443353558,-10.072075616802486,0
2025-08-04 18:10:21.579871,sensor_2,41.17035063789296,50.98712794441704,-9.81677730652408,0
2025-08-04 18:10:21.579871,sensor_3,40.89414084829283,50.517433814028465,-9.623292965735637,0
2025-08-04 18:11:21.579871,sensor_1,41.06245681812469,51.13677991046308,-10.074323092338396,0
2025-08-04 18:11:21.579871,sensor_2,39.38153932135019,50.80836383638857,-11.426824515038383,0
2025-08-04 18:11:21.579871,sensor_3,41.51113586104053,50.33430220501697,-8.823166343976439,0
2025-08-04 18:12:21.579871,sensor_1,42.51245769972785,51.00140651736625,-8.488948817638402,0
2025-08-04 18:12:21.579871,sensor_2,39.76928786526763,50.63542125796786,-10.866133392700235,0
2025-08-04 18:12:21.579871,sensor_3,42.11463117304593,50.1753278199041,-8.060696646858169,0
2025-08-04 18:13:21.579871,sensor_1,42.38817049616742,50.84717422504936,-8.459003728881939,0
2025-08-04 18:13:21.579871,sensor_2,42.55047392470996,50.48242006058502,-7.931946135875059,0
2025-08-04 18:13:21.579871,sensor_3,42.93206937918706,50.02171116275522,-7.089641783568155,0
